,k,QQ,x_b,t,phi_x,F,errF,ReH,ReE,ReHt,dvcs
0,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,0.0,0.2319236695766449,0.0062870793044567,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
1,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,10.0,0.22001612186431885,0.0060480207204818,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
2,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,20.0,0.18997076153755188,0.0054380841553211,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
3,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,30.0,0.1533461958169937,0.0046775866299867,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
4,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,40.0,0.11913752555847168,0.0039424549788236,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
5,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,50.0,0.09119011461734772,0.0033139996230602,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
6,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,60.0,0.06987901777029037,0.0028078217059373,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
7,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,70.0,0.05416131392121315,0.0024107869714498,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
8,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,80.0,0.04272468388080597,0.002102305740118,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
9,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,90.0,0.03442586585879326,0.0018629908561706,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
10,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,100.0,0.028388479724526405,0.0016770910471677,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
11,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,110.0,0.02397777885198593,0.0015325611457228,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
12,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,120.0,0.02074609324336052,0.0014204340055584,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
13,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,130.0,0.01838177815079689,0.0013341223821043,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
14,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,140.0,0.016669517382979393,0.0012688338756561,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
15,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,150.0,0.01546207070350647,0.0012211291119456,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
16,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,160.0,0.014660853892564774,0.0011886075139045,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
17,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,170.0,0.014203187078237534,0.0011696905829012,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
18,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,180.0,0.01405433751642704,0.0011634815484285,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
19,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,190.0,0.014203187078237534,0.0011696906760334,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
20,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,200.0,0.014660853892564774,0.0011886076070368,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
21,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,210.0,0.01546207070350647,0.0012211292050778,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
22,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,220.0,0.016669517382979393,0.0012688336893916,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
23,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,230.0,0.01838177815079689,0.0013341223821043,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
24,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,240.0,0.02074609324336052,0.0014204340055584,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
25,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,250.0,0.023977771401405334,0.0015325605869293,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
26,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,260.0,0.028388479724526405,0.0016770910471677,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
27,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,270.0,0.03442586585879326,0.0018629908561706,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
28,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,280.0,0.04272468388080597,0.002102306112647,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
29,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,290.0,0.054161299020051956,0.0024107862263917,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
30,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,300.0,0.06987898796796799,0.0028078217059373,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
31,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,310.0,0.09119010716676712,0.0033139996230602,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
32,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,320.0,0.11913743615150452,0.0039424523711204,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
33,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,330.0,0.1533461958169937,0.0046775866299867,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
34,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,340.0,0.18997074663639069,0.0054380841553211,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
35,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,350.0,0.22001612186431885,0.0060480196028947,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
36,2.75,1.0544300079345703,0.536279022693634,-0.4522559940814972,360.0,0.2319236695766449,0.0062870793044567,-0.10809671878814697,-0.04080209881067276,-0.08069701492786407,0.003059199545532465
37,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,0.0,0.21853548288345337,0.0077803209424018,-0.1260894387960434,-0.04575009271502495,-0.0948469266295433,0.008189057931303978
38,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,10.0,0.19899709522724152,0.0071367442607879,-0.1260894387960434,-0.04575009271502495,-0.0948469266295433,0.008189057931303978
39,2.75,1.4408600330352783,0.5275499820709229,-0.5788829922676086,20.0,0.1564188301563263,0.0057298921048641,-0.1260894387960434,-0.04575009271502495,-0.0948469266295433,0.008189057931303978
