,k,QQ,x_b,t,phi_x,F,std_F,ReH,std_ReH,ReE,std_ReE,ReHt,std_ReHt,dvcs,std_dvcs,Acc_ReH,std_Acc_ReH,Acc_ReE,std_Acc_ReE,Acc_ReHt,std_Acc_ReHt,Acc_dvcs,std_Acc_dvcs
0,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,7.5,0.13038284331560135,0.007445019518494749,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
1,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,22.5,0.12485402822494504,0.007395086039721506,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
2,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,37.5,0.11519924923777575,0.007309311934645714,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
3,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,52.5,0.1034830398857593,0.007208127888083205,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
4,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,67.5,0.09158105775713915,0.007109304065037286,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
5,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,82.5,0.08073855191469186,0.00702363532708281,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
6,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,97.5,0.07156185805797574,0.006955262602086061,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
7,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,112.5,0.06421371363103384,0.006903940911489913,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
8,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,127.5,0.0586214736104011,0.006867396959652981,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
9,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,142.5,0.05462551489472385,0.006842878030531753,-0.6130939722061157,0.03512543643007015,-0.3450770825147629,0.027873249280224832,-0.28811715543270106,0.03274403412208336,0.022781403735280002,0.006894473675643132,61.77865912357189,3.5394286392534666,88.68481209201198,8.991370735556407,72.70682765650821,8.263009684785082,71.73586526435747,38.817349042217174
