,k,QQ,x_b,t,phi_x,F,std_F,ReH,std_ReH,ReE,std_ReE,ReHt,std_ReHt,dvcs,std_dvcs,AbsRes_ReH,std_AbsRes_ReH,AbsRes_ReE,std_AbsRes_ReE,AbsRes_ReHt,std_AbsRes_ReHt,AbsRes_dvcs,std_AbsRes_dvcs
0,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,7.5,0.1234652884304523,0.0003949844591759269,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
1,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,22.5,0.11798353120684621,0.0003720671102981381,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
2,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,37.5,0.10840965434908865,0.0003330602020012566,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
3,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,52.5,0.0967890545725822,0.0002877259980717458,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
4,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,67.5,0.08498071134090421,0.0002444306479388809,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
5,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,82.5,0.07421967014670364,0.00020806318603008243,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
6,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,97.5,0.06510830298066135,0.0001802251925886075,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
7,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,112.5,0.05780945718288415,0.0001604056370763743,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
8,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,127.5,0.05225253663957115,0.00014716362410983324,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
9,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,142.5,0.04828042909502975,0.00013887386584338603,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
10,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,157.5,0.045733572915196405,0.00013415605298823218,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
11,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,172.5,0.0444917511194944,0.00013204344220659416,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
12,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,187.5,0.0444917511194944,0.00013204344220659416,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
13,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,202.5,0.0457335691899061,0.00013415605298822727,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
14,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,217.5,0.04828042909502975,0.00013887386584338603,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
15,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,232.5,0.05225253663957115,0.00014716362410983324,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
16,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,247.5,0.05780945718288415,0.0001604056370763743,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
17,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,262.5,0.06510829925537104,0.0001802199242325338,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
18,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,277.5,0.07421966269612304,0.00020806318603008243,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
19,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,292.5,0.08498071134090421,0.0002444306479388809,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
20,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,307.5,0.0967890545725822,0.0002877259980717458,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
21,5.75,1.820000052452088,0.3429999947547912,-0.1720000058412552,322.5,0.10840965434908865,0.0003330602020012566,-0.6546506881713867,0.013269513785169877,-0.3172912746667862,0.04235950043505579,-0.30049198865890503,0.08501145785192862,0.01643671281635755,0.0003277944801154464,0.3377534541389588,0.013269513785169877,0.029952690005302398,0.010311419520756412,0.09578050007332875,0.08501145785192855,0.00132460743285575,0.00032779448011544486
