,k,QQ,x_b,t,phi_x,F,errF,ReH,ReE,ReHt,dvcs,AbsRes_ReH,AbsRes_ReE,AbsRes_ReHt,AbsRes_dvcs
0,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,7.5,0.12374458461999893,0.0049200002104043,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
1,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,22.5,0.11824662238359451,0.0046799997799098,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
2,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,37.5,0.10864516347646713,0.0041999998502433,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
3,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,52.5,0.09699250757694244,0.00395999988541,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
4,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,67.5,0.08515354990959167,0.0035999999381601,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
5,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,82.5,0.07436679303646088,0.0033599999733269,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
6,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,97.5,0.06523574143648148,0.0031200000084936,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
7,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,112.5,0.057922881096601486,0.0028800000436604,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
8,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,127.5,0.052356597036123276,0.0027600000612437,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
9,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,142.5,0.04837862774729729,0.0025200000964105,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
10,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,157.5,0.0458284355700016,0.0025200000964105,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
11,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,172.5,0.04458511993288994,0.0024000001139938,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
12,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,187.5,0.04458511993288994,0.0024000001139938,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
13,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,202.5,0.045828431844711304,0.0025200000964105,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
14,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,217.5,0.04837862774729729,0.0026400000788271,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
15,5.75,1.8200000524520876,0.3429999947547912,-0.1720000058412552,232.5,0.052356597036123276,0.0026400000788271,-0.6640336513519287,-0.3472439646720886,-0.24037981033325195,0.016668498516082764,0.32837049095841686,0.037243964672088625,0.15589267839898185,0.0010928217331306368
