,k,QQ,x_b,t,phi_x,F,errF,dvcs
0,2.5,1.0,0.24,-1.0,0.0,0.11981164744113407,0.0051368315547274,0.0556088462471961
1,2.5,1.0,0.24,-1.0,15.0,0.11477234356445815,0.0050819721630344,0.0556088462471961
2,2.5,1.0,0.24,-1.0,30.0,0.11349282208407567,0.0049535823257582,0.0556088462471961
3,2.5,1.0,0.24,-1.0,45.0,0.09888664835102928,0.0048193077347584,0.0556088462471961
4,2.5,1.0,0.24,-1.0,60.0,0.08362325799242531,0.0047204997167807,0.0556088462471961
5,2.5,1.0,0.24,-1.0,75.0,0.07849835842505413,0.0046633854686924,0.0556088462471961
6,2.5,1.0,0.24,-1.0,90.0,0.07743855083060164,0.0046376074024719,0.0556088462471961
7,2.5,1.0,0.24,-1.0,105.0,0.06638983084593812,0.0046307321978086,0.0556088462471961
8,2.5,1.0,0.24,-1.0,120.0,0.06934940681291099,0.0046333716441966,0.0556088462471961
9,2.5,1.0,0.24,-1.0,135.0,0.06593110559367836,0.0046395566942156,0.0556088462471961
10,2.5,1.0,0.24,-1.0,150.0,0.05834412908468688,0.0046457996961513,0.0556088462471961
11,2.5,1.0,0.24,-1.0,165.0,0.0669662134526557,0.0046501671633282,0.0556088462471961
12,2.5,1.0,0.24,-1.0,180.0,0.06573735796006326,0.0046517186941889,0.0556088462471961
13,2.5,1.0,0.24,-0.92,0.0,0.13295260821735108,0.0053544831487938,0.0546394418925046
14,2.5,1.0,0.24,-0.92,15.0,0.13065500148901546,0.0052944344263778,0.0546394418925046
15,2.5,1.0,0.24,-0.92,30.0,0.12755002310461852,0.0051540854208366,0.0546394418925046
16,2.5,1.0,0.24,-0.92,45.0,0.10580259308691004,0.0050074723399353,0.0546394418925046
17,2.5,1.0,0.24,-0.92,60.0,0.09407490522178227,0.004899623822952,0.0546394418925046
18,2.5,1.0,0.24,-0.92,75.0,0.0860890630947059,0.0048371885352392,0.0546394418925046
19,2.5,1.0,0.24,-0.92,90.0,0.07396479630762216,0.0048088500479717,0.0546394418925046
20,2.5,1.0,0.24,-0.92,105.0,0.0792472704010084,0.0048010634177093,0.0546394418925046
21,2.5,1.0,0.24,-0.92,120.0,0.07220007606166276,0.0048036607172487,0.0546394418925046
22,2.5,1.0,0.24,-0.92,135.0,0.07013405634910554,0.0048101671369877,0.0546394418925046
23,2.5,1.0,0.24,-0.92,150.0,0.07175820265168131,0.0048167841922039,0.0546394418925046
24,2.5,1.0,0.24,-0.92,165.0,0.07241888980522218,0.0048214308822522,0.0546394418925046
25,2.5,1.0,0.24,-0.92,180.0,0.07070218323476671,0.0048230851460562,0.0546394418925046
26,2.5,1.0,0.24,-0.84,0.0,0.17349677985975376,0.0055820023737677,0.0536671075969934
27,2.5,1.0,0.24,-0.84,15.0,0.1584798871368476,0.0055146095629987,0.0536671075969934
28,2.5,1.0,0.24,-0.84,30.0,0.15487219498616106,0.0053576546991442,0.0536671075969934
29,2.5,1.0,0.24,-0.84,45.0,0.12157381504625281,0.0051945780055434,0.0536671075969934
30,2.5,1.0,0.24,-0.84,60.0,0.10329619183074414,0.0050750969583711,0.0536671075969934
31,2.5,1.0,0.24,-0.84,75.0,0.09286837081246649,0.0050059761268132,0.0536671075969934
32,2.5,1.0,0.24,-0.84,90.0,0.0869058893281988,0.0049743923322104,0.0536671075969934
33,2.5,1.0,0.24,-0.84,105.0,0.07531244392718793,0.0049654097851215,0.0536671075969934
34,2.5,1.0,0.24,-0.84,120.0,0.0713096336036481,0.0049678701074033,0.0536671075969934
35,2.5,1.0,0.24,-0.84,135.0,0.08094482497840406,0.0049746715550817,0.0536671075969934
36,2.5,1.0,0.24,-0.84,150.0,0.07231155787300277,0.0049816890053589,0.0536671075969934
37,2.5,1.0,0.24,-0.84,165.0,0.07228915460367014,0.0049866359917028,0.0536671075969934
38,2.5,1.0,0.24,-0.84,180.0,0.07645951293036105,0.0049884008909842,0.0536671075969934
39,2.5,1.0,0.24,-0.76,0.0,0.22525622474631923,0.0058257586721304,0.0526920221745967
40,2.5,1.0,0.24,-0.76,15.0,0.2130388247227542,0.0057476605618397,0.0526920221745967
41,2.5,1.0,0.24,-0.76,30.0,0.1939317458156438,0.0055671561463796,0.0526920221745967
42,2.5,1.0,0.24,-0.76,45.0,0.1570709473046744,0.0053816257192348,0.0526920221745967
43,2.5,1.0,0.24,-0.76,60.0,0.1295129939455171,0.005246850634409,0.0526920221745967
44,2.5,1.0,0.24,-0.76,75.0,0.12103944876205155,0.0051691107723307,0.0526920221745967
45,2.5,1.0,0.24,-0.76,90.0,0.08953917394864729,0.0051333597080813,0.0526920221745967
46,2.5,1.0,0.24,-0.76,105.0,0.08960077146076979,0.0051227703123929,0.0526920221745967
47,2.5,1.0,0.24,-0.76,120.0,0.0860758001411542,0.005124919801667,0.0526920221745967
48,2.5,1.0,0.24,-0.76,135.0,0.07500408907193892,0.0051319846671486,0.0526920221745967
49,2.5,1.0,0.24,-0.76,150.0,0.08098941384706819,0.0051394130491987,0.0526920221745967
50,2.5,1.0,0.24,-0.76,165.0,0.07684580628174159,0.0051446761369065,0.0526920221745967
51,2.5,1.0,0.24,-0.76,180.0,0.07629059812158738,0.0051465569400213,0.0526920221745967
52,2.5,1.0,0.24,-0.6799999999999999,0.0,0.31266262212707346,0.0060970263258586,0.0517144780606031
53,2.5,1.0,0.24,-0.6799999999999999,15.0,0.29482160150948156,0.0060027227523156,0.0517144780606031
54,2.5,1.0,0.24,-0.6799999999999999,30.0,0.25581191897665745,0.0057875420172431,0.0517144780606031
55,2.5,1.0,0.24,-0.6799999999999999,45.0,0.2135707753919821,0.0055702750131695,0.0517144780606031
56,2.5,1.0,0.24,-0.6799999999999999,60.0,0.1614162605356763,0.00541473206874,0.0517144780606031
